"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"323",1115,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","4","31","4","11","3","11","3","4","3","1","1","1","3","6",120,11315,120,11,3,11,180,"2","1","2","2","1","2","2","1","2","3","3","3","1","1","1","2","1","3","3","3","3","4","5","4","4","5","4","3","3","4","1","4","3","1","2","2","2","1","5","2","5","5","3","3","6","1","5","5","4","2","1","6","6","3","4","5","6","3","5","5","1","6","3","4","4","3","6","3","1","3","3","6","2","1","6","5","1","2","4","3","3","4","3","4","3","2","3","4","3","4","3","6","4","4","5","4","2","3","2","2","2","3","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","1","1","3","3","2","4","1","1","7","1","1","7","1","2","6","1","1","1","5","3","5","5","4","42","1","2","2","5","USA","4","Retail Manager","1","5","1","0","100","100","50","50","100","100","100","100","100","100","100"
"325",856,"1","1","1","1","1","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","2","4","4","3","5","3","4","2","3","3","2","3","3","3","6",28,120,90,35,90,120,180,"3","6","5","3","6","5","3","5","6","2","3","3","2","2","3","2","3","2","3","2","2","4","2","3","4","4","4","3","4","3","3","3","5","2","3","3","3","4","3","3","4","4","2","4","5","3","3","2","3","4","3","2","4","3","3","3","4","4","4","3","4","4","2","2","4","2","6","4","4","3","4","3","4","4","3","5","4","3","3","5","4","4","3","3","4","3","4","4","4","3","3","3","3","3","3","2","4","1","3","4","3","4","5","3","4","3","4","5","3","3","5","3","3","4","4","2","4","3","3","4","4","3","3","4","4","3","4","3","4","3","4","5","3","4","4","6","4","5","5","4","6","4","4","4","4","4","4","3","4","5","4","29","2","2","2","4","Ngeria","5","lawyer","2","5","2","15","33","69","50","50","31","10","43","69","86","84","57"
"326",1156,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","7","2","9","7","4","4","3","4","3","3","3","10",730,730,210,730,270,210,300,"2","2","2","2","2","2","2","2","2","3","3","3","2","2","2","2","2","2","2","2","2","5","5","2","4","4","2","3","2","3","3","3","2","2","3","3","2","2","2","2","5","4","2","4","2","1","4","4","4","2","2","6","5","2","4","1","5","5","4","4","2","6","6","5","3","4","2","2","3","2","5","1","1","2","6","1","2","2","1","1","3","1","4","2","1","1","3","1","3","2","1","2","3","4","4","3","2","5","3","2","2","2","2","2","2","1","1","1","2","1","1","2","2","1","2","2","2","3","2","2","2","1","1","1","2","1","2","1","3","2","2","2","1","2","2","2","5","3","3","5","2","5","3","1","1","1","1","3","1","3","2","35","1","1","2","5","American","4","Self-employed","5","1","1","80","20","65","25","80","10","50","25","30","60","55","50"
"327",864,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","11","3","3","8","5","5","3","4","4","3","3","3","4","2",330,1095,1095,240,150,150,730,"1","1","1","1","1","1","2","2","2","3","3","3","2","2","2","1","1","2","2","2","2","4","4","2","4","3","4","2","4","4","2","4","3","2","2","3","4","2","4","4","5","5","1","2","2","1","5","5","2","2","2","6","6","2","3","1","6","6","1","4","3","6","6","5","3","2","2","2","2","2","3","2","1","3","6","2","1","3","1","1","6","1","4","5","1","1","5","1","6","6","1","3","4","2","2","1","1","2","4","4","4","6","4","4","2","2","3","1","2","2","1","1","1","1","1","1","4","4","4","3","3","3","3","4","3","3","2","2","2","2","2","3","1","1","5","5","1","2","2","5","4","5","1","1","1","1","1","3","1","4","1","38","2","3","2","5","american","4","freelance","4","1","1","69","51","50","45","67","66","52","51","62","50","50","45"
"328",746,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","8","9","7","10","6","12","3","3","3","3","2","1","3","9",240,270,210,300,42,12,270,"2","2","3","4","4","4","1","1","2","3","3","2","3","3","1","2","2","1","1","1","2","4","5","5","4","5","4","6","5","5","5","4","3","4","5","5","3","5","4","4","4","5","1","2","6","1","5","6","6","4","6","6","5","3","5","1","5","6","1","3","6","6","6","6","3","4","2","2","5","3","6","2","4","5","4","5","2","4","4","5","5","2","6","6","5","4","6","5","3","4","4","6","4","2","1","1","1","2","1","4","4","4","5","4","1","1","1","1","1","1","1","2","1","1","1","1","4","4","4","4","4","4","3","3","4","4","4","3","5","3","4","5","2","1","2","1","7","1","5","5","7","7","1","1","2","2","3","3","2","6","3","50","1","2","2","5","American","6","Legal book distribution","5","1","1","84","9","40","39","83","2","78","24","36","72","18","22"
"329",1056,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","2","11","9","9","4","4","4","3","3","3","4","2",730,730,730,330,270,270,730,"4","3","3","5","5","5","4","4","4","3","3","3","3","2","2","2","1","1","2","2","2","5","3","3","4","4","5","2","3","5","4","5","2","1","1","3","2","2","5","3","5","5","4","4","4","1","6","5","3","3","4","5","5","3","6","5","5","5","5","6","5","6","6","4","4","5","4","6","3","4","5","5","6","6","6","6","3","4","6","3","3","6","5","4","6","6","5","6","6","6","6","6","5","2","4","4","3","2","3","3","3","3","3","3","2","1","2","1","3","2","2","3","3","1","2","2","3","3","4","3","3","2","3","4","3","4","2","3","2","1","1","2","2","3","6","1","1","4","4","1","2","2","1","1","1","1","1","3","1","3","3","64","2","2","2","5","American","5","Retired","3","3","3","22","40","78","88","51","51","75","80","80","61","91","75"
"330",644,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","10","2","7","7","5","2","3","4","3","3","3","3","3","17",300,730,210,210,150,60,510,"2","2","2","1","2","2","2","2","2","3","3","2","2","2","1","2","1","2","1","1","2","5","4","4","4","5","2","6","3","3","3","3","4","3","4","2","2","4","3","1","5","4","1","2","1","1","4","5","2","2","1","5","5","2","6","1","2","4","4","4","1","6","3","2","4","5","1","3","1","3","4","1","1","1","3","1","1","2","1","1","2","1","1","3","1","1","2","1","1","2","1","1","2","2","2","4","4","2","2","1","1","2","2","2","2","1","1","1","1","2","1","1","1","1","1","4","2","2","3","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","7","2","2","6","4","5","3","1","1","1","1","3","1","5","3","56","1","3","2","5","American","5","Software developer","4","2","2","75","70","55","15","65","35","65","64","85","65","70","55"
"331",871,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","6","31","18","6","6","6","3","4","4","3","3","3","4","3",180,11315,6570,180,180,180,1095,"1","1","1","2","2","2","1","1","1","3","3","3","3","2","2","2","1","1","2","2","2","3","3","2","4","3","5","2","3","3","2","4","4","2","3","4","3","2","4","3","5","6","2","3","3","1","6","4","3","3","4","5","5","3","4","2","6","6","1","4","5","6","5","5","2","2","4","5","6","5","2","2","4","5","6","5","2","3","4","2","3","4","4","6","4","5","4","4","6","6","4","6","6","2","5","5","4","2","4","4","4","4","5","4","2","2","3","3","3","1","1","1","1","1","1","1","4","3","4","3","2","2","1","1","3","1","3","1","5","2","2","4","1","1","3","2","4","3","3","4","5","5","3","1","1","1","1","3","1","7","4","24","2","1","2","2","United States","5","Graduate student","5","1","1","81","59","10","10","95","0","50","11","10","9","50","2"
"332",644,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","5","7","7","2","3","3","3","3","3","4","2","3","4","2",150,210,210,730,21,90,730,"4","3","3","5","5","5","3","2","2","2","2","3","2","1","1","3","1","1","2","1","2","6","6","5","4","6","3","4","3","4","3","4","3","1","2","4","4","1","3","4","4","4","2","4","5","1","4","5","3","5","2","5","5","3","6","4","4","2","5","6","3","6","4","4","2","5","4","2","1","3","5","1","1","2","5","3","1","6","2","1","4","2","1","4","2","1","5","3","2","3","4","1","6","2","1","4","3","4","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","6","1","1","7","1","2","6","1","1","1","1","3","1","1","1","46","1","2","2","5","USA","5","construction worker","3","3","1","96","69","94","50","21","26","100","100","84","80","100","90"
"333",925,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","2","1","1","1","2","1","2","1","2","1","2","1","2","7","8","8","9","9","9","3","3","3","3","2","2","4","2",210,240,240,270,63,63,730,"1","1","1","1","1","1","2","2","2","3","3","3","3","2","2","2","1","1","1","2","2","5","5","4","4","5","4","3","2","2","3","2","3","1","1","3","2","1","2","1","5","5","3","4","4","3","5","4","4","2","4","5","6","3","3","1","5","6","4","4","2","6","6","6","3","1","2","5","6","3","4","1","2","4","5","6","1","3","6","4","5","6","6","5","6","6","4","6","5","5","6","4","4","2","4","5","4","2","2","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","7","1","1","7","1","1","1","1","1","1","1","3","1","1","1","72","2","3","2","5","USA","5","Retiree","5","1","1","100","52","60","5","100","4","49","46","69","72","64","48"
"334",375,"1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","10","5","8","13","5","1","1","1","1","1","1","4","2",3,10,5,8,13,5,730,"6","6","5","5","4","5","5","4","3","3","3","2","2","1","1","2","2","2","2","2","1","3","4","4","4","4","4","3","3","3","3","4","3","3","4","3","3","3","4","4","3","4","3","4","2","3","3","3","3","3","3","4","4","4","4","2","3","5","4","4","4","3","4","5","4","4","3","4","5","5","4","4","6","5","5","5","3","4","4","4","4","4","5","4","4","5","5","4","5","5","4","6","5","4","3","3","3","4","3","4","4","3","3","3","3","7","3","3","3","4","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","4","3","3","4","4","5","5","5","4","4","4","5","1","1","3","4","3","2","4","3","36","1","1","2","5","USA","5","Photographer ","1","5","3","4","87","77","82","17","73","78","71","8","51","85","86"
"335",944,"1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","7","1","1","1","1","1","3","1","1","1","1","3","7",2,210,1,1,1,1,210,"3","3","4","3","3","4","2","2","4","2","3","1","2","2","2","2","1","3","2","2","2","3","3","3","4","4","4","5","1","2","2","3","1","1","1","2","1","1","1","1","3","3","2","3","3","1","3","3","2","3","3","6","6","3","3","2","3","4","5","5","4","6","2","5","2","5","3","3","1","4","3","4","1","2","4","1","3","2","1","3","2","1","4","2","1","3","4","1","1","2","1","3","2","1","2","4","4","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","1","1","3","1","1","7","5","1","1","1","7","1","2","1","1","7","4","4","3","4","1","1","27","2","1","1","5","American","4","Flow manager ","1","3","3","46","75","73","73","54","74","77","74","76","73","69","68"
"336",739,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","2","2","2","4","4","4","4","4","4","4","2",730,730,730,730,730,730,730,"1","1","1","1","1","1","2","2","2","3","3","3","3","3","3","2","2","2","3","3","3","3","2","1","4","3","3","2","3","3","2","3","2","1","1","1","3","1","2","1","5","6","2","1","1","1","4","6","3","1","1","6","6","3","4","1","4","6","2","1","1","6","2","4","1","1","1","3","6","5","1","1","1","3","5","5","1","3","5","1","3","5","4","2","4","1","2","5","4","6","4","1","5","2","5","5","4","2","5","5","5","6","5","5","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","1","1","1","1","1","1","3","3","2","3","1","2","3","3","5","1","1","7","1","4","4","1","1","1","7","3","1","5","1","31","1","1","2","5","American","5","data entry clerk","5","1","1","100","1","1","1","100","1","1","1","1","1","1","1"
"337",469,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","7","7","4","1","1","1","3","3","3","1","1","1","3","9",210,210,120,1,1,1,270,"6","6","6","3","4","4","2","2","2","3","3","2","1","1","1","2","1","1","2","2","1","4","4","3","4","4","2","3","4","5","2","5","4","1","1","5","4","1","5","4","5","6","1","3","2","1","5","6","6","4","2","6","5","6","6","1","5","6","2","4","2","5","5","5","3","6","3","1","5","2","5","4","1","2","4","1","6","2","1","6","6","1","5","1","1","6","4","1","6","1","1","6","1","4","5","1","2","4","1","1","4","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","4","4","1","7","6","1","1","1","7","1","1","1","1","3","1","2","1","30","2","1","1","5","American","5","Writer","3","3","1","100","50","75","0","85","75","50","50","90","0","50","0"
"338",1269,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","9","10","7","7","7","5","3","3","3","3","3","3","4","2",270,300,210,210,210,150,730,"1","1","2","2","1","2","2","2","3","3","3","2","3","3","3","1","3","2","2","2","2","4","2","1","4","3","4","3","2","3","1","4","2","1","2","3","4","1","4","2","5","6","1","2","4","1","6","6","1","2","3","6","6","1","4","1","6","6","1","2","4","6","6","6","3","1","5","4","6","3","1","1","1","3","3","4","1","4","2","3","3","3","3","2","2","2","3","2","2","3","2","5","5","3","4","5","3","2","3","1","3","3","4","3","1","1","1","1","1","1","1","1","1","1","1","1","3","1","4","1","1","1","1","1","2","1","1","1","3","1","1","1","1","1","1","1","7","3","2","3","1","4","1","1","1","1","1","3","1","4","2","43","1","2","2","5","american","5","website manager","5","1","1","100","0","0","0","100","10","51","0","0","0","0","0"
"339",1279,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","10","10","7","4","4","4","3","3","3","4","2",730,730,730,300,300,210,730,"1","1","1","1","1","1","2","2","2","3","3","3","2","2","1","1","1","1","2","2","3","5","5","4","4","5","1","4","4","4","1","4","3","1","1","4","2","1","4","1","6","6","2","2","1","1","6","5","5","1","1","6","6","5","5","4","6","6","4","3","4","6","6","6","5","1","1","6","1","3","5","1","4","1","6","6","1","5","6","1","3","6","1","6","6","1","5","6","1","6","6","1","5","4","2","5","2","1","5","4","4","6","5","4","3","3","3","2","3","2","3","3","3","1","3","3","5","5","5","5","5","5","1","1","4","4","1","1","3","4","5","3","3","5","1","1","7","6","5","1","5","4","1","1","1","1","1","3","1","6","4","38","1","1","2","5","American","4","retail sales","2","1","1","80","50","60","10","90","70","0","0","70","80","50","30"
"340",776,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","10","10","7","2","4","4","3","3","3","1","4","2",730,730,300,300,210,2,730,"1","1","2","1","1","2","1","1","2","3","3","2","2","2","1","3","2","1","2","2","2","6","6","6","4","6","2","5","1","1","1","2","2","1","1","1","1","1","1","1","2","6","4","4","5","1","4","6","3","2","2","3","6","3","5","6","6","6","6","6","6","6","1","6","1","1","6","1","1","3","6","6","6","1","6","6","1","4","6","1","5","6","1","5","6","1","5","6","1","2","6","1","5","5","1","1","1","5","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","7","1","1","7","1","2","6","1","1","1","1","3","1","4","1","37","1","2","2","5","American","6","Contracts Administrator","1","5","1","0","99","97","93","6","91","93","94","96","95","95","94"
"341",1041,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","7","2","4","4","7","4","3","4","3","3","3","3","3","10",210,730,120,120,210,120,300,"1","2","3","3","1","2","1","2","3","3","3","2","2","1","1","2","1","3","2","1","2","2","3","1","4","3","6","1","3","5","3","4","3","1","2","1","2","1","2","3","4","5","2","3","4","1","3","4","3","2","5","6","5","3","6","2","6","4","4","4","5","6","5","4","2","1","4","4","4","2","5","2","2","2","4","5","3","4","6","4","5","6","6","2","6","6","5","6","5","3","6","4","6","2","4","4","3","2","5","4","5","6","4","5","2","1","1","1","3","1","3","1","1","1","1","2","5","5","4","5","4","2","3","2","4","2","2","1","5","1","2","1","1","1","7","7","1","7","7","1","4","5","1","1","1","1","1","3","1","1","1","56","2","2","2","5","USA","5","retail manager","3","3","3","56","74","89","75","24","16","81","36","94","97","90","45"
"342",1012,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","2","8","2","4","4","4","4","3","2","2","4","2",730,730,730,240,14,28,730,"1","1","1","1","1","1","1","1","1","3","3","3","1","1","1","1","2","3","1","1","1","5","1","1","4","1","6","1","5","5","3","5","5","3","3","4","5","3","5","5","6","5","4","4","6","4","6","6","4","4","6","6","4","5","6","5","6","6","4","6","6","6","6","5","1","6","5","3","6","3","3","6","6","1","6","6","1","1","6","1","6","6","1","6","6","1","6","6","1","6","6","1","6","2","2","4","2","2","5","5","5","6","5","5","3","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","1","3","2","2","1","3","3","3","3","2","3","5","5","1","5","7","1","6","6","1","1","1","1","1","3","6","4","2","39","1","2","1","5","American","3","packer","4","1","2","1","100","49","27","67","71","16","50","99","98","98","98"
"343",771,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","1","1","2","1","2","1","2","4","4","1","1","1","1","3","3","1","1","1","1","3","10",120,120,1,1,1,1,300,"3","1","7","5","5","5","4","4","4","2","2","1","1","1","1","3","1","2","3","3","3","2","1","1","4","1","6","1","4","4","2","5","5","2","4","4","3","3","4","4","2","2","3","4","5","1","3","4","4","5","6","6","5","5","5","6","1","6","5","6","6","6","6","5","2","5","6","1","1","4","6","2","1","3","6","5","1","4","5","1","6","6","5","3","6","2","6","6","6","6","6","6","4","5","4","3","2","4","1","1","1","1","1","1","2","2","2","3","2","2","3","3","1","4","1","3","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","1","5","1","1","1","1","3","1","1","1","57","1","2","2","5","american","5","engineer","1","5","1","33","100","100","52","12","100","71","100","100","100","100","100"
"344",902,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","8","6","8","4","11","11","3","3","3","3","2","2","3","8",240,180,240,120,77,77,240,"6","6","6","2","2","2","1","1","1","3","3","2","2","2","1","2","1","3","1","1","1","3","1","1","4","1","6","1","1","1","1","1","1","1","1","1","1","1","1","1","5","4","1","3","3","1","5","4","3","3","4","6","6","2","5","1","5","1","1","1","6","6","6","1","1","1","4","1","6","1","1","1","1","2","3","4","1","4","3","5","4","5","2","2","2","1","3","3","6","6","4","1","3","4","3","4","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","7","1","1","7","4","6","1","1","1","1","7","3","1","1","1","24","2","1","2","5","Polish","6","taxonomist","5","1","1","100","1","1","1","51","1","1","1","99","50","1","0"
"345",1349,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","3","2","7","7","7","4","4","4","3","3","3","4","2",730,1095,730,210,210,210,730,"1","1","1","1","1","2","2","1","1","3","3","3","2","2","2","1","1","2","1","2","2","3","4","2","4","4","6","2","5","4","3","4","4","1","2","4","4","3","5","5","6","5","2","4","5","1","5","4","3","4","4","6","5","2","6","1","5","5","2","5","4","6","6","5","3","1","4","4","6","2","3","5","3","1","6","5","1","5","3","1","5","4","2","3","4","5","4","3","5","3","4","1","6","4","2","5","1","2","3","3","2","4","3","2","1","1","2","1","1","1","2","2","2","1","1","2","3","3","4","3","3","2","3","2","3","3","2","1","3","2","2","3","1","1","2","1","6","5","4","2","3","4","1","1","3","5","1","3","1","5","2","41","2","1","2","5","usa","4","sales","3","1","1","80","31","49","11","77","52","100","65","41","6","64","16"
"346",1085,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","9","10","4","4","1","1","3","3","3","3","1","1","4","2",270,300,120,120,1,1,730,"2","2","3","2","2","3","3","3","3","3","3","2","1","2","1","2","1","2","3","3","3","4","5","5","4","5","3","3","3","4","2","3","2","3","4","4","3","3","3","4","4","4","2","3","2","1","4","4","3","2","2","5","5","3","3","2","4","4","4","4","3","5","5","4","4","2","4","4","3","3","5","1","3","4","6","4","1","2","4","2","1","5","2","6","4","1","3","5","2","6","5","2","4","2","4","4","4","2","3","4","4","3","4","4","3","2","2","3","5","1","1","1","1","1","1","1","3","3","3","2","1","1","1","1","3","1","1","1","3","1","1","4","2","2","3","1","5","5","5","3","2","5","3","1","2","1","1","3","1","3","3","29","2","2","2","5","American","5","Lab Technician","3","2","1","62","65","58","21","40","22","35","39","43","49","50","32"
"347",1250,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","2","2","2","7","2","3","4","4","3","3","3","2","4","3",730,730,60,210,60,21,1095,"4","4","6","4","4","4","1","1","1","1","1","1","1","1","1","2","1","2","3","3","2","3","3","2","4","1","6","2","4","5","5","5","3","4","4","5","3","5","4","2","6","6","4","5","6","1","6","6","5","4","6","6","6","5","5","6","6","6","2","6","6","6","6","5","2","6","6","1","5","2","4","6","2","6","6","3","2","1","1","6","6","6","6","3","2","6","2","3","6","4","2","3","4","4","1","2","1","5","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","1","1","3","3","1","1","1","1","5","6","1","1","1","7","2","5","1","1","1","1","1","3","1","4","1","21","2","1","2","5","American","3","Unemployed","1","4","1","1","10","80","100","95","100","100","100","50","90","100","95"
"348",1148,"1","1","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","5","7","4","6","5","6","3","3","3","2","2","1","3","11",150,210,120,42,35,6,330,"1","1","1","2","1","2","2","3","2","2","3","2","2","2","1","3","1","1","1","2","2","6","6","4","4","6","4","3","2","4","3","4","3","2","3","2","4","4","3","4","3","4","4","4","3","1","4","5","4","4","2","4","5","3","5","3","5","5","5","5","3","6","4","5","4","2","2","3","1","3","5","3","3","6","5","5","6","2","4","2","4","4","5","3","4","6","6","4","6","4","6","6","5","2","4","5","4","1","4","2","1","4","3","2","1","1","1","1","2","1","3","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","7","2","2","6","1","1","7","1","1","1","1","3","1","1","1","69","2","4","2","5","american","5","retired","1","4","1","90","90","100","70","60","60","90","90","90","70","100","100"
"349",794,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","7","1","1","1","1","1","3","1","1","1","1","4","2",1,210,1,1,1,1,730,"6","3","7","4","3","7","3","3","3","2","3","1","1","1","1","2","1","3","3","3","3","3","3","1","4","3","6","4","3","4","5","4","3","3","4","4","4","4","3","2","5","5","5","4","4","1","6","6","6","2","2","6","6","6","5","5","6","5","5","5","4","6","6","6","6","6","4","3","3","4","3","4","2","1","5","5","1","5","3","1","5","6","4","6","4","3","6","4","1","5","6","5","6","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","1","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","7","1","1","7","5","7","1","1","3","7","2","3","4","1","1","29","1","1","2","5","American","3","Online Worker","1","4","3","36","100","100","92","82","100","100","100","90","91","100","100"
